title,price,sellercontact,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Toyota Prius S 2020,PKR 87 lacs,,rawalpindi, Rawalpindi Punjab,"['https://cache4.pakwheels.com/ad_pictures/1010/toyota-prius-s-28-2020-101082834.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/toyota-prius-s-28-2020-101082835.webp', 'https://cache1.pakwheels.com/ad_pictures/1010/toyota-prius-s-28-2020-101082836.webp', 'https://cache2.pakwheels.com/ad_pictures/1010/toyota-prius-s-28-2020-101082837.webp', 'https://cache2.pakwheels.com/ad_pictures/1010/toyota-prius-s-28-2020-101082838.webp', 'https://cache3.pakwheels.com/ad_pictures/1010/toyota-prius-s-28-2020-101082839.webp', 'https://cache4.pakwheels.com/ad_pictures/1010/toyota-prius-s-28-2020-101082844.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2020
","81,032 km",Hybrid,Automatic,Un-Registered,Silver,Imported,1800 cc,Sedan,"Jun 08, 2024",8683318,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  For more details contact....
    
"
Suzuki Cultus Auto Gear Shift 2021,PKR 32.5 lacs,,rawalpindi, Rawalpindi Punjab,"['https://cache3.pakwheels.com/ad_pictures/1019/suzuki-cultus-auto-gear-shift-vxl-2021-101950472.webp', 'https://cache3.pakwheels.com/ad_pictures/1019/suzuki-cultus-auto-gear-shift-vxl-2021-101950474.webp', 'https://cache3.pakwheels.com/ad_pictures/1019/suzuki-cultus-auto-gear-shift-vxl-2021-101950484.webp', 'https://cache1.pakwheels.com/ad_pictures/1019/suzuki-cultus-auto-gear-shift-vxl-2021-101950487.webp', 'https://cache2.pakwheels.com/ad_pictures/1019/suzuki-cultus-auto-gear-shift-vxl-2021-101950493.webp', 'https://cache1.pakwheels.com/ad_pictures/1019/suzuki-cultus-auto-gear-shift-vxl-2021-101950494.webp', 'https://cache1.pakwheels.com/ad_pictures/1019/suzuki-cultus-auto-gear-shift-vxl-2021-101950495.webp', 'https://cache1.pakwheels.com/ad_pictures/1019/suzuki-cultus-auto-gear-shift-vxl-2021-101950497.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2021
","85,000 km",Petrol,Automatic,Islamabad,White,Imported,1000 cc,Hatchback,"Jun 08, 2024",8744366,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  SUZUKI CULTUSMODEL 2021REGISTRATION ISLAMABAD AGS MODEL AUTO 85000 KM DRIVENONLY BONOT REPLACE FROM SUZUKI COMPANY FOR MORE DETAILS CONTACT...
    
"
Honda Vezel Hybrid Z Honda Sensing  2016,PKR 74.5 lacs,,rawalpindi," Lalazar, Rawalpindi Punjab","['https://cache1.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886201.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886207.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886205.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886203.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886199.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886206.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886202.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886213.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886200.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886204.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886210.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886198.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886208.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886209.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886211.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-vezel-hybrid-z-honda-sensing-2016-102886212.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","80,000 km",Petrol,Automatic,Islamabad,White Pearl,Imported,1500 cc,Crossover,"Jun 08, 2024",8816047,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  2022 Import One Hand Use 1 pcs TouchVery Clean No Issue at All
    
"
Nissan Qashqai 2017,PKR 69 lacs,,rawalpindi," Defence Phase-I, Rawalpindi Punjab","['https://cache4.pakwheels.com/ad_pictures/1028/nissan-qashqai-2017-102886236.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/nissan-qashqai-2017-102886234.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/nissan-qashqai-2017-102886233.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/nissan-qashqai-2017-102886235.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/nissan-qashqai-2017-102886239.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/nissan-qashqai-2017-102886240.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/nissan-qashqai-2017-102886237.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/nissan-qashqai-2017-102886238.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","72,000 km",Petrol,Manual,Punjab,Grey,Imported,1500 cc,N/A,"Jun 08, 2024",8816043,['not listed'],"
  good car UK variant no work required in car oil change is due new battery installed new lights fresh horn recently alignment and wheel balance done ball joints repaired and new brake pads installed moreover Ac gas refill now car is in perfect condition for use . After Market Alloy rims.
    
"
Suzuki Cultus VXLi 2007,PKR 11.8 lacs,,rawalpindi," Range Road, Rawalpindi Punjab","['https://cache4.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxli-2-2007-102886030.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxli-2-2007-102886027.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxli-2-2007-102886029.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxli-2-2007-102886028.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxli-2-2007-102886031.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxli-2-2007-102886033.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxli-2-2007-102886032.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxli-2-2007-102886034.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-cultus-vxli-2-2007-102886035.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2007
","75,000 km",Petrol,Manual,Lahore,Solid White,Local,1000 cc,Hatchback,"Jun 08, 2024",8816023,"[' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Original return file is available . Call/SMS in office hours only. Totally driven on petrol. All token taxes are paid for life . Never been into any accident. Original Book is available. Price is flexible. Sealed and powerful engine . Looking to sell the car urgently. power window power staring EFI model best for family car chat pillar digee original
    
"
Honda City 1.3 i-VTEC 2014,PKR 29.5 lacs,,rawalpindi," Airport Housing Society, Rawalpindi Punjab","['https://cache4.pakwheels.com/ad_pictures/9383/honda-city-i-vtec-2-2014-93834281.webp', 'https://cache2.pakwheels.com/ad_pictures/9383/honda-city-i-vtec-2-2014-93834278.webp', 'https://cache2.pakwheels.com/ad_pictures/9383/honda-city-i-vtec-2-2014-93834279.webp', 'https://cache3.pakwheels.com/ad_pictures/9383/honda-city-i-vtec-2-2014-93834277.webp', 'https://cache4.pakwheels.com/ad_pictures/9383/honda-city-i-vtec-2-2014-93834283.webp', 'https://cache4.pakwheels.com/ad_pictures/9383/honda-city-i-vtec-2-2014-93834284.webp', 'https://cache3.pakwheels.com/ad_pictures/9383/honda-city-i-vtec-2-2014-93834280.webp', 'https://cache1.pakwheels.com/ad_pictures/9383/honda-city-i-vtec-2-2014-93834282.webp', 'https://cache3.pakwheels.com/ad_pictures/9383/honda-city-i-vtec-2-2014-93834285.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2014
","109,000 km",Petrol,Manual,Islamabad,Black,Local,1300 cc,Sedan,"Jun 08, 2024",8184801,"[' ABS', ' Air Conditioning', ' DVD Player', ' Keyless Entry']","
  its CITY 1.3L bumper to bumper original paint no touching neat and clean car very smooth engine with very good fuel average 17 in local and in long 19.5 only serious buyers contact no sms and islamabad registered my own named thanks
    
"
Honda Vezel e-HEV Z 2021,PKR 1.16 crore,,rawalpindi, Rawalpindi Punjab,"['https://cache4.pakwheels.com/ad_pictures/1027/honda-vezel-e-hev-z-2021-102783972.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-vezel-e-hev-z-2021-102783965.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-vezel-e-hev-z-2021-102783969.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-vezel-e-hev-z-2021-102783973.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-vezel-e-hev-z-2021-102783967.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-vezel-e-hev-z-2021-102783970.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-vezel-e-hev-z-2021-102783960.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-vezel-e-hev-z-2021-102783961.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-vezel-e-hev-z-2021-102783953.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-vezel-e-hev-z-2021-102783968.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-vezel-e-hev-z-2021-102886096.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2021
","64,500 km",Hybrid,Automatic,Un-Registered,Crystal Black Pearl,Imported,1500 cc,Crossover,"Jun 08, 2024",8808291,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' CoolBox', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Honde vezel eHEV Z packageModel 21Import 24 freshUnregistered 65000kms driven4.5 grade verifiable auction sheetNeat and clean Blind spot monitoring Alloy rimsNew branded tyresEngine capacity 1496ccBody type crossoverAdaptive cruiseImobilizer keyKeyless entryHeated seats and stering wheeleNavigation systemParking sesnorsPower locksPower mirrorsPower steeringPower windowsRear cameraRear AC ventsUSB and AUX cableAnd much more…..
    
"
Honda City 1.3 i-VTEC 2013,PKR 27.75 lacs,,rawalpindi," Khayaban-e-Sir-Syed, Rawalpindi Punjab","['https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885818.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885812.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885817.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885810.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885811.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885814.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885813.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885816.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885819.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885815.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885821.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885820.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885823.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885825.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885824.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885822.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102885826.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","62,000 km",Petrol,Manual,Islamabad,White,Local,1300 cc,Sedan,"Jun 08, 2024",8816013,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Honda city Islamabad register on my name total Genioun security systems instead android panal back camera price is almost final minor distance ok delar apna waqat weast na kary shukariya.
    
"
Suzuki Jimny 1990,PKR 20 lacs,,rawalpindi," Sadiqa Abad, Rawalpindi Punjab","['https://cache4.pakwheels.com/ad_pictures/1028/suzuki-jimny-1990-102885444.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-jimny-1990-102885442.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-jimny-1990-102885443.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-jimny-1990-102885446.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-jimny-1990-102885445.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1990
","136,000 km",Petrol,Manual,Sialkot,White,Imported,660 cc,N/A,"Jun 08, 2024",8815982,"[' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' DVD Player', ' Power Steering']","
  originally soft top ,Complete original file is availble . Token tax paid for life. Never got into accident. Sealed and powerful engine 660cc turbo . Fitted with new tires. Driven on petrol throughout .Yokohamma tires,Led lights,No call/SMS will be answered after office hours.
    
"
Suzuki Every PA 2014,PKR 19.75 lacs,,rawalpindi," Dhamyal Road, Rawalpindi Punjab","['https://cache1.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884970.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884971.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884968.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884987.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884972.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884973.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884974.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884969.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884990.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884980.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884992.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884991.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884996.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884993.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884997.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884998.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102884999.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102885002.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-every-pa-2014-102885001.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2014
","108,900 km",Petrol,Automatic,Punjab,Brillant White,Imported,660 cc,Micro Van,"Jun 08, 2024",8815957,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering']","
  After Market Alloy rims. Fully maintained through authorized dealership. Original return file is available . Petrol driven, CNG never installed . Lifetime token tax paid. As good as a brand new car. Original book is available as well. Will be sold to nearest offer. Engine is good condition . Looking to sell the car urgently. Suzuki every 2014 model 2019 import Rawalpindi number 3 digits number neat and clean home used hai 108000 chali hoi hai Pakistan mai bht kam chali hai 1st owner Chill ACHeater Touch screen Front sofa seatsBack view camera  Alloy wheels tyres in good condition Engine suspension ¹⁰⁰% ok haiEngine oil change this week Sound less engine Air begs intact Interior in perfect condition Location Rawalpindi
    
"
Daihatsu Boon 1.0 CL Limited 2011,PKR 24.75 lacs,,rawalpindi, Rawalpindi Punjab,"['https://cache4.pakwheels.com/ad_pictures/1028/daihatsu-boon-1-0-cl-limited-2011-102855972.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/daihatsu-boon-1-0-cl-limited-2011-102776039.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/daihatsu-boon-1-0-cl-limited-2011-102776048.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/daihatsu-boon-1-0-cl-limited-2011-102776041.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/daihatsu-boon-1-0-cl-limited-2011-102776045.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/daihatsu-boon-1-0-cl-limited-2011-102776049.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/daihatsu-boon-1-0-cl-limited-2011-102805129.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/daihatsu-boon-1-0-cl-limited-2011-102805138.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/daihatsu-boon-1-0-cl-limited-2011-102805174.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/daihatsu-boon-1-0-cl-limited-2011-102776053.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/daihatsu-boon-1-0-cl-limited-2011-102804738.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/daihatsu-boon-1-0-cl-limited-2011-102776050.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/daihatsu-boon-1-0-cl-limited-2011-102776052.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/daihatsu-boon-1-0-cl-limited-2011-102776131.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/daihatsu-boon-1-0-cl-limited-2011-102855973.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2011
","92,000 km",Petrol,Automatic,Islamabad,Silver,Imported,1000 cc,Hatchback,"Jun 08, 2024",8807777,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Passo/Boon XL 2011/14 in excellent genuine condition. Islamabad regd. An extremely maintained car with perfect Engine suspension & transmission.  Android panel cam installed. Absolutely no work required. Price is minor negotiable. Transfer mandatory
    
"
Prince Pearl MT 2020,PKR 14.5 lacs,,rawalpindi," Adiala Road, Rawalpindi Punjab","['https://cache4.pakwheels.com/ad_pictures/1028/prince-pearl-mt-2020-102884648.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/prince-pearl-mt-2020-102884644.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/prince-pearl-mt-2020-102884639.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/prince-pearl-mt-2020-102884650.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/prince-pearl-mt-2020-102884647.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/prince-pearl-mt-2020-102884649.webp']","2020
","18,000 km",Petrol,Manual,Rawalpindi,Silver,Local,800 cc,Hatchback,"Jun 08, 2024",8815929,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cassette Player', ' CoolBox', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  After Market Alloy rims. 100% maintained by dealership. 100% original . Complete original file is availble . Petrol driven, CNG never installed . Token tax paid for life. Just like a Zero Meter car. Need to sell the car urgently.
    
"
Suzuki Alto E 2012,PKR 20.25 lacs,,rawalpindi," Chandni Chowk, Rawalpindi Punjab","['https://cache4.pakwheels.com/ad_pictures/1028/suzuki-alto-2012-102884576.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-alto-2012-102885829.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-alto-2012-102885828.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2012
","85,000 km",Petrol,Automatic,Islamabad,Magneta,Imported,660 cc,Hatchback,"Jun 08, 2024",8815930,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  alloyrims.life time token..etc
    
"
Honda City 1.3 i-VTEC 2013,PKR 29.45 lacs,,rawalpindi, Rawalpindi Punjab,"['https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884485.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884484.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884483.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884482.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884490.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884486.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884492.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884495.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884496.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884498.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884487.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884488.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884493.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884491.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-vtec-2-2013-102884497.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","97,000 km",Petrol,Manual,Islamabad,Modern Steel Metallic,Local,1300 cc,Sedan,"Jun 08, 2024",8815918,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  i want to sale my honda city 1.3 ivtec 100% genuine 100% in orignal color no shower no potine bumper to bumper orignal guaranteed 100% original seal water throwing engine kept with exteme care 16 mileage on short 17 to 18 on longbrand new battery brand new tyresjust like new car Authorized dealership maintained. on my name original card/documents available Never been into any accident. Chill ac smooth drivenot a single work required just buy and driveorignal mileage 100% guranteeno foolish offer dealers stay away
    
"
